loc_rowid,pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_dist,gaia_dist,st_teff,st_mass,pl_facility,,,,rowupdate
775,HD 50554,HD 50554 b,Radial Velocity,1,1293,2.353,4.954,31.19,31.19,5987,1.04,Lick Observatory,,,,19-11-2014
776,HD 51608,HD 51608 b,Radial Velocity,2,14.0726,0.1059,0.0402,34.83,35.09,5358,0.8,La Silla Observatory,,,,07-02-2019
777,HD 51608,HD 51608 c,Radial Velocity,2,95.9446,0.3809,0.045,34.83,35.09,5358,0.8,La Silla Observatory,,,,07-02-2019
778,HD 52265,HD 52265 b,Radial Velocity,1,119.27,0.52,1.21,30.01,30.01,6136,1.2,W. M. Keck Observatory,,,,14-03-2019
779,HD 5319,HD 5319 b,Radial Velocity,2,637.1,1.57,1.556,121.83,121.83,4871,1.27,W. M. Keck Observatory,,,,06-12-2018
780,HD 5319,HD 5319 c,Radial Velocity,2,872.2,1.93,1.053,121.83,121.83,4871,1.27,W. M. Keck Observatory,,,,06-12-2018
781,HD 55696,HD 55696 b,Radial Velocity,1,1827,3.18,3.87,78.15,78.15,6012,1.29,W. M. Keck Observatory,,,,27-09-2018
782,HD 5583,HD 5583 b,Radial Velocity,1,139.35,0.53,5.78,221,220.54,4830,1.01,Roque de los Muchachos Observatory,,,,04-02-2016
783,HD 5608,HD 5608 b,Radial Velocity,1,779.9,1.911,1.681,58.21,58.21,4877,1.53,Okayama Astrophysical Observatory,,,,06-12-2018
784,HD 564,HD 564 b,Radial Velocity,1,492.3,1.2,0.33,53.6,51.24,5902,0.96,La Silla Observatory,,,,08-01-2015
785,HD 5891,HD 5891 b,Radial Velocity,1,177.11,0.64,7.63,285.75,285.75,4673,1.93,W. M. Keck Observatory,,,,06-09-2018
786,HD 59686 A,HD 59686 A b,Radial Velocity,1,299.36,1.086,6.92,96.8,89.49,4658,1.9,Lick Observatory,,,,12-08-2016
787,HD 60532,HD 60532 b,Radial Velocity,2,201.9,0.77,1.06,25.99,25.99,6245,1.5,La Silla Observatory,,,,08-09-2016
788,HD 60532,HD 60532 c,Radial Velocity,2,600.1,1.6,2.51,25.99,25.99,6245,1.5,La Silla Observatory,,,,08-09-2016
789,HD 62509,HD 62509 b,Radial Velocity,1,589.64,1.64,2.3,10.34,,4946,2.1,Multiple Observatories,,,,26-03-2015
790,HD 63454,HD 63454 b,Radial Velocity,1,2.81805,0.04,0.25,37.73,37.73,4812,0.42,La Silla Observatory,,,,06-09-2018
791,HD 63765,HD 63765 b,Radial Velocity,1,358,0.94,0.53,32.57,32.57,5449,0.65,La Silla Observatory,,,,06-09-2018
792,HD 64114,HD 64114 b,Radial Velocity,1,45.791,0.246,0.056,31.55,31.55,5676,0.95,Las Campanas Observatory,,,,23-05-2019
793,HD 6434,HD 6434 b,Radial Velocity,1,21.998,0.14,0.49,42.41,42.41,5769,1.1,La Silla Observatory,,,,06-09-2018
794,HD 65216,HD 65216 b,Radial Velocity,2,577.6,1.301,1.295,35.16,35.16,5612,0.87,La Silla Observatory,,,,14-03-2019
795,HD 65216,HD 65216 c,Radial Velocity,2,5370,5.75,2.03,35.16,35.16,5612,0.87,La Silla Observatory,,,,14-03-2019
796,HD 66141,HD 66141 b,Radial Velocity,1,480.5,1.2,6,68.16,68.16,4323,1.1,Bohyunsan Optical Astronomical Observatory,,,,14-05-2014
797,HD 66428,HD 66428 b,Radial Velocity,1,2263.12,3.467,3.204,53.36,53.36,5773,1.08,W. M. Keck Observatory,,,,27-06-2019
798,HD 67087,HD 67087 b,Radial Velocity,2,352.2,1.08,3.06,76.69,76.69,6330,1.36,Multiple Observatories,,,,01-04-2015
799,HD 67087,HD 67087 c,Radial Velocity,2,2374,3.86,4.85,76.69,76.69,6330,1.36,Multiple Observatories,,,,01-04-2015
800,HD 6718,HD 6718 b,Radial Velocity,1,2496,3.55,1.68,51.42,51.42,5801,1.08,La Silla Observatory,,,,06-09-2018
801,HD 68402,HD 68402 b,Radial Velocity,1,1103,2.18,3.07,78.61,78.61,5950,1.12,Multiple Observatories,,,,10-11-2016
802,HD 68988,HD 68988 b,Radial Velocity,1,6.27711,0.07,1.97,60.95,60.95,5932,1.28,Multiple Observatories,,,,06-09-2018
803,HD 69830,HD 69830 b,Radial Velocity,3,8.667,0.0785,0.0321,12.56,12.56,5385,0.86,La Silla Observatory,,,,26-03-2015
804,HD 69830,HD 69830 c,Radial Velocity,3,31.56,0.186,0.0371,12.56,12.56,5385,0.86,La Silla Observatory,,,,26-03-2015
805,HD 69830,HD 69830 d,Radial Velocity,3,197,0.63,0.057,12.56,12.56,5385,0.86,La Silla Observatory,,,,26-03-2015
806,HD 70573,HD 70573 b,Radial Velocity,1,851.8,1.76,6.1,45.7,59.28,5737,1,La Silla Observatory,,,,26-03-2015
807,HD 70642,HD 70642 b,Radial Velocity,1,2124.54,3.318,1.993,29.3,29.3,5732,1.08,Anglo-Australian Telescope,,,,27-06-2019
808,HD 7199,HD 7199 b,Radial Velocity,1,615,1.36,0.27,36.19,36.19,5371,0.77,La Silla Observatory,,,,06-09-2018
809,HD 72490,HD 72490 b,Radial Velocity,1,858,1.88,1.768,126.79,126.79,4934,1.21,W. M. Keck Observatory,,,,06-12-2018
810,HD 72659,HD 72659 b,Radial Velocity,1,3658,4.75,3.85,51.97,51.97,5932,1.43,W. M. Keck Observatory,,,,06-09-2018
811,HD 72892,HD 72892 b,Radial Velocity,1,39.475,0.228,5.45,69.87,69.87,5688,1.02,Multiple Observatories,,,,10-11-2016
812,HD 73267,HD 73267 b,Radial Velocity,1,1245.36,2.187,3.097,54.91,50.48,5387,0.9,La Silla Observatory,,,,27-06-2019
813,HD 73526,HD 73526 b,Radial Velocity,2,188.3,0.65,3.08,97.51,97.51,5601,1.14,Anglo-Australian Telescope,,,,06-09-2018
814,HD 73526,HD 73526 c,Radial Velocity,2,379.1,1.03,2.25,97.51,97.51,5601,1.14,Anglo-Australian Telescope,,,,14-05-2014
815,HD 73534,HD 73534 b,Radial Velocity,1,1750,2.99,1.112,83.53,83.53,4917,1.16,W. M. Keck Observatory,,,,06-12-2018
816,HD 74156,HD 74156 b,Radial Velocity,2,51.645,0.292,1.8,64.6,57.7,6068,1.24,Haute-Provence Observatory,,,,14-05-2014
817,HD 74156,HD 74156 c,Radial Velocity,2,2473,3.85,8.06,64.6,57.7,6068,1.24,Haute-Provence Observatory,,,,14-05-2014
818,HD 7449,HD 7449 b,Radial Velocity,1,1255.5,2.38,0.508,38.71,38.71,6024,1.05,La Silla Observatory,,,,14-03-2019
819,HD 75289,HD 75289 b,Radial Velocity,1,3.50927,0.05,0.49,29.14,29.14,6117,1.29,La Silla Observatory,,,,06-09-2018
820,HD 75784,HD 75784 b,Radial Velocity,2,341.2,1.032,1,85.64,85.64,4867,1.26,W. M. Keck Observatory,,,,06-12-2018
821,HD 75784,HD 75784 c,Radial Velocity,2,7900,8.4,5.64,85.64,85.64,4867,1.26,W. M. Keck Observatory,,,,06-12-2018
822,HD 75898,HD 75898 b,Radial Velocity,1,422.9,1.191,2.71,78.23,78.23,5963,1.26,W. M. Keck Observatory,,,,27-09-2018
823,HD 76700,HD 76700 b,Radial Velocity,1,3.97097,0.05,0.21,60.99,60.99,5644,0.99,Anglo-Australian Telescope,,,,06-09-2018
824,HD 76920,HD 76920 b,Radial Velocity,1,415.4,1.149,3.93,184.8,185.01,4698,1.17,Multiple Observatories,,,,30-11-2017
825,HD 77338,HD 77338 b,Radial Velocity,1,5.7361,0.06,0.06,46,46,5341,1.37,La Silla Observatory,,,,06-09-2018
826,HD 7924,HD 7924 b,Radial Velocity,3,5.39792,0.06,0.02,17,17,5131,0.65,W. M. Keck Observatory,,,,06-09-2018
827,HD 7924,HD 7924 c,Radial Velocity,3,15.299,0.1134,0.02473,17,17,5131,0.65,W. M. Keck Observatory,,,,14-05-2015
828,HD 7924,HD 7924 d,Radial Velocity,3,24.451,0.1551,0.02026,17,17,5131,0.65,W. M. Keck Observatory,,,,14-05-2015
829,HD 79498,HD 79498 b,Radial Velocity,1,1807,2.98,1.34,49.02,49.02,5748,1.08,McDonald Observatory,,,,27-09-2018
830,HD 80606,HD 80606 b,Radial Velocity,1,111.4367,,4.38,66.6,66.6,5561,1.15,Multiple Observatories,,,,26-04-2018
831,HD 81040,HD 81040 b,Radial Velocity,1,1001.70001,1.94,7.27,34.47,34.47,5755,1.05,Multiple Observatories,,,,06-09-2018
832,HD 81688,HD 81688 b,Radial Velocity,1,184.02,0.81,2.7,85.92,85.92,4753,2.1,Okayama Astrophysical Observatory,,,,14-05-2014
833,HD 82886,HD 82886 b,Radial Velocity,1,705,1.58,2.33,127.52,127.52,4953,2.53,W. M. Keck Observatory,,,,06-09-2018
834,HD 82943,HD 82943 b,Radial Velocity,2,441.47,1.18306,1.681,27.61,27.61,6016,1.2,La Silla Observatory,,,,14-05-2014
835,HD 82943,HD 82943 c,Radial Velocity,2,220.078,0.74345,1.959,27.61,27.61,6016,1.2,La Silla Observatory,,,,14-05-2014
836,HD 8326,HD 8326 b,Radial Velocity,1,158.991,0.533,0.20955,30.71,30.71,4914,0.8,Las Campanas Observatory,,,,23-05-2019
837,HD 83443,HD 83443 b,Radial Velocity,1,2.9857,0.04,0.34,40.95,40.95,5442,0.79,Multiple Observatories,,,,06-09-2018
838,HD 8535,HD 8535 b,Radial Velocity,1,1313,2.45,0.68,52.5,55.53,6136,1.13,La Silla Observatory,,,,16-04-2015
839,HD 85390,HD 85390 b,Radial Velocity,1,799.52,1.373,0.099,33.56,33.56,5186,0.76,La Silla Observatory,,,,14-03-2019
840,HD 85512,HD 85512 b,Radial Velocity,1,58.43,0.26,0.01,11.28,11.28,4300,0.43,La Silla Observatory,,,,06-09-2018
841,HD 8574,HD 8574 b,Radial Velocity,1,227,0.76,2.03,44.88,44.88,6064,1.34,Haute-Provence Observatory,,,,06-09-2018
842,HD 86081,HD 86081 b,Radial Velocity,1,2.1378431,0.0346,1.48,104.24,104.24,5939,1.21,W. M. Keck Observatory,,,,27-09-2018
843,HD 86226,HD 86226 b,Radial Velocity,1,1695,2.84,0.92,45.74,45.74,5903,1.06,Las Campanas Observatory,,,,14-05-2014
844,HD 86264,HD 86264 b,Radial Velocity,1,1475,2.86,7,67.94,67.94,6210,1.42,Lick Observatory,,,,24-04-2015
845,HD 8673,HD 8673 b,Radial Velocity,1,1634,3.02,14.2,37.9,37.9,6472,1.35,Thueringer Landessternwarte Tautenburg,,,,31-01-2019
846,HD 86950,HD 86950 b,Radial Velocity,1,1270,2.72,3.6,211.1,211.1,4805,1.66,Multiple Observatories,,,,01-12-2016
847,HD 87646,HD 87646 b,Radial Velocity,1,13.481,0.117,12.4,135.17,135.17,5770,1.12,Apache Point Observatory,,,,18-08-2016
848,HD 87883,HD 87883 b,Radial Velocity,1,2754,3.58,1.54,18.3,18.3,4915,0.66,Lick Observatory,,,,06-09-2018
849,HD 88133,HD 88133 b,Radial Velocity,1,3.414884,0.0479,0.2845,73.77,73.77,5392,1.26,W. M. Keck Observatory,,,,06-12-2018
850,HD 89307,HD 89307 b,Radial Velocity,1,2166,3.27,2.11,32.04,32.04,5955,1.27,Lick Observatory,,,,06-09-2018
851,HD 89345,HD 89345 b,Transit,1,11.8143,0.1066,0.11,132.8,132.85,5576,1.16,K2,,,,23-08-2018
852,HD 89744,HD 89744 b,Radial Velocity,1,256.78,0.917,8.35,38.68,38.68,6291,1.86,Fred Lawrence Whipple Observatory,,,,14-03-2019
853,HD 90156,HD 90156 b,Radial Velocity,1,49.77,0.25,0.057,21.96,21.96,5599,0.84,La Silla Observatory,,,,14-05-2014
854,HD 9174,HD 9174 b,Radial Velocity,1,1179,2.2,1.11,81.68,81.68,5577,1.03,Multiple Observatories,,,,10-11-2016
855,HD 92788,HD 92788 b,Radial Velocity,2,325.803,0.97,3.76,34.69,34.69,5744,1.15,Multiple Observatories,,,,11-04-2019
856,HD 92788,HD 92788 c,Radial Velocity,2,11611.2975,10.5,3.67,34.69,34.69,5744,1.15,La Silla Observatory,,,,11-04-2019
857,HD 92987,HD 92987 b,Radial Velocity,1,10354.8375,9.62,16.88,43.59,43.59,5770,1.08,La Silla Observatory,,,,11-04-2019
858,HD 93083,HD 93083 b,Radial Velocity,1,143.58,0.477,0.37,28.54,28.54,4995,0.7,La Silla Observatory,,,,14-05-2014
859,HD 9446,HD 9446 b,Radial Velocity,2,30.052,0.189,0.7,50.42,50.42,5793,1,Haute-Provence Observatory,,,,31-01-2019
860,HD 9446,HD 9446 c,Radial Velocity,2,192.9,0.654,1.82,50.42,50.42,5793,1,Haute-Provence Observatory,,,,31-01-2019
861,HD 94834,HD 94834 b,Radial Velocity,1,1576,2.74,1.26,98.43,98.43,4798,1.11,W. M. Keck Observatory,,,,06-12-2018
862,HD 95086,HD 95086 b,Imaging,1,,55.7,5,86.44,86.44,,1.6,Paranal Observatory,,,,14-05-2014
863,HD 95089,HD 95089 b,Radial Velocity,2,464.4,1.36,1.26,137.46,137.46,4918,1.54,W. M. Keck Observatory,,,,06-12-2018
864,HD 95089,HD 95089 c,Radial Velocity,2,1785,3.33,3.45,137.46,137.46,4918,1.54,W. M. Keck Observatory,,,,06-12-2018
865,HD 95127,HD 95127 b,Radial Velocity,1,482,1.28,10.63,689.75,689.75,4218,3.7,McDonald Observatory,,,,06-09-2018
866,HD 95872,HD 95872 b,Radial Velocity,1,4375,5.15,3.74,72.37,72.37,5312,0.7,Multiple Facilities,,,,06-09-2018
867,HD 96063,HD 96063 b,Radial Velocity,1,362.5,1.11,1.27,140.62,140.62,5020,1.37,W. M. Keck Observatory,,,,06-12-2018
868,HD 96127,HD 96127 b,Radial Velocity,1,647.29999,1.42,20.96,597.42,597.42,3943,10.94,McDonald Observatory,,,,06-09-2018
869,HD 96167,HD 96167 b,Radial Velocity,1,498.04,1.332,0.717,85.51,85.51,5733,1.27,W. M. Keck Observatory,,,,06-12-2018
870,HD 97658,HD 97658 b,Radial Velocity,1,9.4909,,0.03,21.58,21.58,5175,0.89,W. M. Keck Observatory,,,,26-04-2018
871,HD 98219,HD 98219 b,Radial Velocity,1,433.8,1.26,1.964,114.07,114.07,4925,1.41,W. M. Keck Observatory,,,,06-12-2018
872,HD 98649,HD 98649 b,Radial Velocity,1,6022.9725,6.57,6.79,42.22,42.22,5790,1.03,La Silla Observatory,,,,11-04-2019
873,HD 98736,HD 98736 b,Radial Velocity,1,968.8,1.864,2.33,32.48,32.48,5271,0.92,W. M. Keck Observatory,,,,27-09-2018
874,HD 99109,HD 99109 b,Radial Velocity,1,439.29999,1.11,0.44,54.88,54.88,5282,0.76,W. M. Keck Observatory,,,,06-09-2018
875,HD 99492,HD 99492 b,Radial Velocity,1,17.0431,0.12,0.07,18.21,18.21,4815,0.48,W. M. Keck Observatory,,,,06-09-2018
876,HD 99706,HD 99706 b,Radial Velocity,2,841,1.98,1.23,147.21,147.21,4862,1.46,W. M. Keck Observatory,,,,06-12-2018
877,HD 99706,HD 99706 c,Radial Velocity,2,1278,,5.69,147.21,147.21,4862,1.46,W. M. Keck Observatory,,,,29-11-2018
878,HIP 105854,HIP 105854 b,Radial Velocity,1,184.2,0.81,8.2,78.8,78.8,4780,2.1,Multiple Observatories,,,,11-06-2014
879,HIP 107773,HIP 107773 b,Radial Velocity,1,144.3,0.72,1.98,103.63,105.49,4945,2.42,Multiple Observatories,,,,04-06-2015
880,HIP 109384,HIP 109384 b,Radial Velocity,1,499.48,1.134,1.56,56.2,59.06,5180,0.78,Haute-Provence Observatory,,,,25-02-2016
881,HIP 109600,HIP 109600 b,Radial Velocity,1,232.08,0.706,2.68,58.6,66.46,5530,0.87,Haute-Provence Observatory,,,,25-02-2016
882,HIP 116454,HIP 116454 b,Transit,1,9.1205,,0.04,62.56,62.56,5089,0.81,K2,,,,26-04-2018
883,HIP 12961,HIP 12961 b,Radial Velocity,1,57.435,0.25,0.36,23.39,23.39,3901,0.69,La Silla Observatory,,,,06-09-2018
884,HIP 14810,HIP 14810 b,Radial Velocity,3,6.673892,0.0696,3.9,50.55,50.55,5544,1.01,W. M. Keck Observatory,,,,27-09-2018
885,HIP 14810,HIP 14810 c,Radial Velocity,3,147.747,0.549,1.31,50.55,50.55,5544,1.01,W. M. Keck Observatory,,,,27-09-2018
886,HIP 14810,HIP 14810 d,Radial Velocity,3,981.8,1.94,0.59,50.55,50.55,5544,1.01,W. M. Keck Observatory,,,,27-09-2018
887,HIP 35173,HIP 35173 b,Radial Velocity,1,41.516,0.217,0.03996,33.19,33.19,4881,0.79,Las Campanas Observatory,,,,23-05-2019
888,HIP 41378,HIP 41378 b,Transit,5,15.572098,,,106.61,106.61,6226,1.17,K2,,,,13-06-2019
889,HIP 41378,HIP 41378 c,Transit,5,31.70648,,,106.61,106.61,6226,1.17,K2,,,,13-06-2019
890,HIP 41378,HIP 41378 d,Transit,5,1114,,,106.61,106.61,6226,1.17,K2,,,,13-06-2019
891,HIP 41378,HIP 41378 e,Transit,5,,,,106.61,106.61,6226,1.17,K2,,,,13-06-2019
892,HIP 41378,HIP 41378 f,Transit,5,1084,,,106.61,106.61,6226,1.17,K2,,,,13-06-2019
893,HIP 5158,HIP 5158 b,Radial Velocity,2,345.72,0.89,1.42,51.68,51.68,4962,0.78,La Silla Observatory,,,,14-05-2014
894,HIP 5158,HIP 5158 c,Radial Velocity,2,9017.76,7.7,15.04,51.68,51.68,4962,0.78,La Silla Observatory,,,,10-09-2015
895,HIP 54373,HIP 54373 b,Radial Velocity,2,7.76,0.063,0.02712,18.73,18.73,4021,0.57,Las Campanas Observatory,,,,23-05-2019
896,HIP 54373,HIP 54373 c,Radial Velocity,2,15.144,0.099,0.03914,18.73,18.73,4021,0.57,Las Campanas Observatory,,,,23-05-2019
897,HIP 57274,HIP 57274 b,Radial Velocity,3,8.1352,0.07,0.02,25.88,25.88,4510,0.29,W. M. Keck Observatory,,,,06-09-2018
898,HIP 57274,HIP 57274 c,Radial Velocity,3,32.03,0.178,0.40902,25.88,25.88,4510,0.29,W. M. Keck Observatory,,,,24-04-2015
899,HIP 57274,HIP 57274 d,Radial Velocity,3,431.7,1.01,0.5267,25.88,25.88,4510,0.29,W. M. Keck Observatory,,,,26-03-2015
900,HIP 63242,HIP 63242 b,Radial Velocity,1,124.6,0.565,9.18,157.16,157.16,4830,1.54,Multiple Observatories,,,,14-05-2014
901,HIP 65407,HIP 65407 b,Radial Velocity,2,28.125,0.177,0.428,55.5,61.89,5460,0.93,Haute-Provence Observatory,,,,25-02-2016
902,HIP 65407,HIP 65407 c,Radial Velocity,2,67.3,0.316,0.784,55.5,61.89,5460,0.93,Haute-Provence Observatory,,,,25-02-2016
903,HIP 65426,HIP 65426 b,Imaging,1,,92,9,111.4,109.21,8840,1.96,Paranal Observatory,,,,13-07-2017
904,HIP 65891,HIP 65891 b,Radial Velocity,1,1084.5,2.81,6,136.05,150.95,5000,2.5,Multiple Observatories,,,,04-06-2015
905,HIP 67537,HIP 67537 b,Radial Velocity,1,2556.5,4.91,11.1,112.6,116.43,4985,2.41,Multiple Observatories,,,,27-04-2017
906,HIP 67851,HIP 67851 b,Radial Velocity,2,88.9,0.46,1.38,65.96,64.24,4890,1.63,Multiple Observatories,,,,04-06-2015
907,HIP 67851,HIP 67851 c,Radial Velocity,2,2131.8,3.82,5.98,65.96,64.24,4890,1.63,Multiple Observatories,,,,04-06-2015
908,HIP 70849,HIP 70849 b,Radial Velocity,1,17337.5,20.25,9,24.07,24.07,4105,0.63,La Silla Observatory,,,,14-05-2014
909,HIP 71135,HIP 71135 b,Radial Velocity,1,87.19,0.335,0.05915,32.36,32.36,4146,0.66,Las Campanas Observatory,,,,23-05-2019
910,HIP 74890,HIP 74890 b,Radial Velocity,1,822.3,2.1,2.4,91.49,78.83,4850,1.74,Multiple Observatories,,,,17-03-2016
911,HIP 78530,HIP 78530 b,Imaging,1,,740,23,156.7,,10500,2.5,Gemini Observatory,,,,01-04-2015
912,HIP 79098 AB,HIP 79098 AB b,Imaging,1,,345,20.5,146.3,146.33,,3.75,Paranal Observatory,,,,11-07-2019
913,HIP 79431,HIP 79431 b,Radial Velocity,1,111.7,0.36,2.1,14.54,14.54,3368,0.42,W. M. Keck Observatory,,,,31-01-2019
914,HIP 8541,HIP 8541 b,Radial Velocity,1,1560.2,2.8,5.5,168.63,155.82,4670,1.17,Multiple Observatories,,,,17-03-2016
915,HIP 91258,HIP 91258 b,Radial Velocity,1,5.0505,0.06,1.09,45.95,45.95,5519,0.97,Haute-Provence Observatory,,,,06-09-2018
916,HIP 97233,HIP 97233 b,Radial Velocity,1,1058.8,2.55,20,102.58,102.58,5020,1.93,Multiple Observatories,,,,03-10-2014
917,HN Peg,HN Peg b,Imaging,1,,773,21.9987,18.13,18.13,5974,1.1,Spitzer Space Telescope,,,,14-05-2014
918,HR 2562,HR 2562 b,Imaging,1,,20.3,30,34.04,34.04,,1.3,Gemini Observatory,,,,08-09-2016
919,HR 5183,HR 5183 b,Radial Velocity,1,27000,18,3.23,31.49,31.49,5794,1.07,Multiple Observatories,,,,26-09-2019
920,HR 810,HR 810 b,Radial Velocity,1,302.79999,0.92,2.27,17.33,17.33,6167,1.34,La Silla Observatory,,,,06-09-2018
921,HR 858,HR 858 b,Transit,3,3.58599,0.048,,31.99,31.99,6201,1.15,Transiting Exoplanet Survey Satellite (TESS),,,,25-07-2019
922,HR 858,HR 858 c,Transit,3,5.97293,0.0674,,31.99,31.99,6201,1.15,Transiting Exoplanet Survey Satellite (TESS),,,,25-07-2019
923,HR 858,HR 858 d,Transit,3,11.23,0.1027,,31.99,31.99,6201,1.15,Transiting Exoplanet Survey Satellite (TESS),,,,25-07-2019
924,HR 8799,HR 8799 b,Imaging,4,170000,68,7,39.4,41.29,7400,,Gemini Observatory,,,,14-05-2014
925,HR 8799,HR 8799 c,Imaging,4,69000,38,10,39.4,41.29,7400,,Gemini Observatory,,,,14-05-2014
926,HR 8799,HR 8799 d,Imaging,4,37000,24,10,39.4,41.29,7400,,W. M. Keck Observatory,,,,14-05-2014
927,HR 8799,HR 8799 e,Imaging,4,,16.4,10,39.4,41.29,7400,,W. M. Keck Observatory,,,,27-06-2019
928,IC 4651 9122,IC 4651 9122 b,Radial Velocity,1,734,2.038,6.3,879.38,879.38,,2.1,La Silla Observatory,,,,19-07-2018
929,K2-10,K2-10 b,Transit,1,19.3044,,0.08495,274.48,274.48,5620,0.92,K2,,,,11-02-2016
930,K2-100,K2-100 b,Transit,1,1.673833,0.0296,,190.04,189.95,6168,1.23,K2,,,,26-10-2018
931,K2-101,K2-101 b,Transit,1,14.677286,,,189.33,189.33,4819,0.8,K2,,,,21-12-2016
932,K2-102,K2-102 b,Transit,1,9.915615,,,189.17,189.17,4695,0.77,K2,,,,21-12-2016
933,K2-104,K2-104 b,Transit,1,1.974238,0.023,,190.21,190.21,3546.46,0.43,K2,,,,26-10-2017
934,K2-105,K2-105 b,Transit,1,8.267704,0.0796,,199.28,199.11,5464,0.99,K2,,,,26-10-2018
935,K2-107,K2-107 b,Transit,1,3.313959,0.0475,,696.95,698.11,6061,1.3,K2,,,,26-10-2018
936,K2-108,K2-108 b,Transit,1,4.733999,0.0581,,484.99,483.8,5599,1.17,K2,,,,26-10-2018
937,K2-11,K2-11 b,Transit,1,39.93767,0.2257,,332.46,332.46,5433,1.35,K2,,,,16-07-2015
938,K2-110,K2-110 b,Transit,1,13.86387,0.1027,,116.84,116.87,4950,0.75,K2,,,,26-10-2018
939,K2-111,K2-111 b,Transit,1,5.35117,0.0621,0.02706,201.51,201.51,5730,0.88,K2,,,,10-05-2017
940,K2-113,K2-113 b,Transit,1,5.817685,0.0642,,649.75,647.61,5660,1.04,K2,,,,26-10-2018
941,K2-114,K2-114 b,Transit,1,11.391013,0.0954,,484.8,482.29,5044,0.89,K2,,,,26-10-2018
942,K2-115,K2-115 b,Transit,1,20.272615,0.143,,418.58,418.57,5657,0.95,K2,,,,26-10-2018
943,K2-116,K2-116 b,Transit,1,4.655411,0.048,,49.46,49.46,4348.35,0.69,K2,,,,05-10-2017
944,K2-117,K2-117 b,Transit,2,1.2916,0.0189,,101.95,101.93,3778,0.54,K2,,,,26-10-2018
945,K2-117,K2-117 c,Transit,2,5.444017,0.0492,,101.95,101.93,3778,0.54,K2,,,,26-10-2018
946,K2-118,K2-118 b,Transit,1,50.92092,0.245,,324.7,324.7,4726.29,0.76,K2,,,,05-10-2017
947,K2-119,K2-119 b,Transit,1,7.727283,0.0698,,369.66,369.44,4740,0.76,K2,,,,26-10-2018
948,K2-12,K2-12 b,Transit,1,8.28212,0.0802,,329.36,329.36,5800,1.01,K2,,,,16-07-2015
949,K2-120,K2-120 b,Transit,1,9.562742,0.078,,289.54,289.54,4349.9,0.69,K2,,,,05-10-2017
950,K2-121,K2-121 b,Transit,1,5.185761,0.0525,,170.37,170.22,4551,0.72,K2,,,,26-10-2018
951,K2-122,K2-122 b,Transit,1,2.219282,0.0285,,72.19,72.19,4027,0.62,K2,,,,26-10-2018
952,K2-123,K2-123 b,Transit,1,30.951524,0.1649,,162.36,162.31,4035,0.62,K2,,,,26-10-2018
953,K2-124,K2-124 b,Transit,1,6.413651,0.049,,140.4,140.94,3570,0.39,K2,,,,31-01-2019
954,K2-125,K2-125 b,Transit,1,21.750264,0.121,,124.6,124.6,3654.47,0.49,K2,,,,05-10-2017
955,K2-126,K2-126 b,Transit,1,7.385655,0.0656,,103.29,103.25,4339,0.69,K2,,,,26-10-2018
956,K2-127,K2-127 b,Transit,1,3.588163,0.0411,,723.97,724.35,4575,0.72,K2,,,,26-10-2018
957,K2-128,K2-128 b,Transit,1,5.675819,0.056,,115.01,115.01,4469.51,0.71,K2,,,,05-10-2017
958,K2-129,K2-129 b,Transit,1,8.239493,0.057,,27.82,27.82,3459.09,0.36,K2,,,,05-10-2017
959,K2-13,K2-13 b,Transit,1,39.91488,0.2114,,345.76,345.76,5698,0.8,K2,,,,16-07-2015
960,K2-130,K2-130 b,Transit,1,2.49412,0.032,,118.41,118.41,4356.47,0.7,K2,,,,05-10-2017
961,K2-131,K2-131 b,Transit,1,0.36931,0.0095,,153.7,153.17,5245,0.84,K2,,,,12-07-2018
962,K2-132,K2-132 b,Transit,1,9.1751,,0.49,620.41,620.41,4840,1.08,K2,,,,19-10-2017
963,K2-133,K2-133 b,Transit,4,3.07133,0.03194,,75.2,75.33,3655,0.46,K2,,,,23-05-2019
964,K2-133,K2-133 c,Transit,4,4.86784,0.04341,,75.2,75.33,3655,0.46,K2,,,,23-05-2019
965,K2-133,K2-133 d,Transit,4,11.02454,0.07487,,75.2,75.33,3655,0.46,K2,,,,23-05-2019
966,K2-133,K2-133 e,Transit,4,26.5841,0.1346,,75.2,75.33,3655,0.46,K2,,,,23-05-2019
967,K2-136,K2-136 b,Transit,3,7.975292,,,59.35,59.35,4499,0.74,K2,,,,09-11-2017
968,K2-136,K2-136 c,Transit,3,17.307137,,,59.35,59.35,4499,0.74,K2,,,,09-11-2017
969,K2-136,K2-136 d,Transit,3,25.575065,,,59.35,59.35,4499,0.74,K2,,,,09-11-2017
970,K2-137,K2-137 b,Transit,1,0.179715,0.0058,0.5,99.15,99.15,3492,0.46,K2,,,,16-11-2017
971,K2-138,K2-138 b,Transit,5,2.35322,0.0338,,183,203.75,5378,0.93,K2,,,,11-01-2018
972,K2-138,K2-138 c,Transit,5,3.55987,0.04454,,183,203.75,5378,0.93,K2,,,,11-01-2018
973,K2-138,K2-138 d,Transit,5,5.40478,0.05883,,183,203.75,5378,0.93,K2,,,,11-01-2018
974,K2-138,K2-138 e,Transit,5,8.26144,0.07807,,183,203.75,5378,0.93,K2,,,,11-01-2018
